Available to,CRICOS:,Availability,Duration_Time,North_Sydney_International_Start_Date,University,Currency_Time,CRICOS,Description,Int_Fees,Course,Course_Lang,Melbourne_International_Start_Date,Currency,Website,Study_Mode,Full_Time,Part_Time,Brisbane_International_Start_Date,Available to:,Location,Career_path,Domestic_Course_Price,Location:,Duration,Local_Fees
Domestic and International students.,099393D,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,095926A,"The Bachelor of Philosophy/Bachelor of Laws has been designed to produce graduates who are well-trained in legal theory and practice, knowledgeable in philosophical and ethical issues related to the law, and skilled in textual analysis, argumentation and communication. As a graduate, you can aspire to a range of professional careers in an increasingly global environment. As a graduate you can pursue a range of legal careers including private practice as a solicitor or barrister; legal officer in the public sector; in-house counsel for a wide range of organisations including corporations, regulatory authorities and NGOs; education; government administration; media and communications; public policy development; and in commerce and industry. While undertaking your legal studies, you will also be undertaking core and elective studies in various areas of Philosophy, such as ethics, epistemology (theory of knowledge), jurisprudence (philosophy of law), theories of human nature, social and political philosophy, logic, and the history of philosophy. In this way, you will develop keen insight into the broader context within which the law operates, an enhanced awareness of the complexities of legal theory and practice, as well as the kinds of analytical skills needed in contemporary legal practice contexts. Should you wish to do so, there is also provision within the flexible program to undertake studies in other areas of the humanities. As part of this degree you complete 80 hours of pro bono work (after your first year), providing you with firsthand experience of the legal system while allowing you to contribute to the common good.",30600.00,Bachelor of Philosophy/Bachelor of Laws,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/undergraduate/bachelor_of_philosophybachelor_of_laws,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic and International students.,Melbourne  North Sydney,"private legal practice as a solicitor or barrister legal officer in the public sector (for example in federal or state government departments and publicly funded organisations as diverse as national regulatory bodies, universities or public broadcasters) in-house counsel to a wide range of organisations from corporations to trade unions education government administration media and communications public and policy development commerce and industry Specialist legal practice in various other fields such as cultural institutions; community and charitable organisations; creative industries; tourism.","Average first year fee:
    $8916 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Brisbane  


Melbourne  


North Sydney  



",4.0,
Domestic and International students.,098379K,,Years,null,Australian Catholic University,Years,099393D,"ACU’s undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including: This learning helps to prepare all students for optional further postgraduate study which may lead to registration as a professional psychologist. The Bachelor of Arts degree is designed to produce knowledgeable, articulate and innovative graduates recognised by their skills to think systematically and critically, gather and evaluate evidence from many and diverse sources, communicate clearly, and apply ethical principles to decision making for variety of professional and industries. The program offers the choice of more than 20 majors and minors in the humanities, social sciences and visual and performing arts to encourage students to design their own academic program that reflects their intellectual interests and career aspirations. Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations.",24336.00,Bachelor of Psychological Science/Bachelor of Arts,English,"22-Feb-2021, 21-Feb-2022",AUD,https://courses.acu.edu.au/undergraduate/bachelor_of_psychological_sciencebachelor_of_arts,Campus availability,,,"22-Feb-2021, 21-Feb-2022",Domestic and International students.,Brisbane  Melbourne  North Sydney,Counselling Child welfare and development Community work Education Health Human resources Marketing and Market research Fourth year study in psychology to pursue a career in psychology,"Average first year fee:
    $6680 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Melbourne  


Strathfield  



",4.0,
Domestic and International students.,098380F,,Years,null,Australian Catholic University,Years,098379K,"ACU's undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including: This learning helps to prepare all students for optional further postgraduate study which may lead to registration as a professional psychologist. Therefore, the aims of ACU's Bachelor of Psychological Science are to: Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations. The Bachelor of Commerce provides excellent grounding in many areas of business as well as detailed knowledge and skills in your selected major – human resource management, management or marketing. Our graduates understand the ethical, social, political and economic contexts that guide decision-making. The Bachelor of Commerce will not only help you launch your business career but also prepare you for future managerial positions.",26792.00,Bachelor of Psychological Science/Bachelor of Commerce,English,"22-Feb-2021, 21-Feb-2022",AUD,https://courses.acu.edu.au/undergraduate/bachelor_of_psychological_sciencebachelor_of_commerce,Campus availability,,,"22-Feb-2021, 21-Feb-2022",Domestic and International students.,Melbourne  Strathfield,Counselling Child welfare and development Community work Education Health Human resources Marketing and Market research Fourth year study in psychology to pursue a career in psychology Business management Policy administration Business regulation Advertising and marketing communication,"Average first year fee:
    $8357 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Melbourne  


Strathfield  



",4.0,
Domestic and International students.,098381E,,Years,null,Australian Catholic University,Years,098380F,"Psychology and exercise science share a common goal of assisting individuals and groups to optimise their functioning and performance, and the combined knowledge of these two disciplines will equip graduates of this double degree to provide high quality services to their clients. Exercise scientists working with clinical populations and high performance athletes will benefit from the knowledge and skills gained from many core topics within psychology, including motivation, emotion, individual differences, psychological disorders, and decision making. ACU's undergraduate psychology programs help students to acquire knowledge, assimilate conceptual understandings and develop skills of application that are valuable to the enhancement of human functioning in a broad range of professional settings. Graduates of the Bachelor of Psychological Science will complete a sequence in psychology that is accredited by the Australian Psychology Accreditation Council (APAC). This sequence will ensure graduates acquire an advanced understanding of human behaviour, as well as highly regarded employability skills, including: The Bachelor of Exercise and Sports Science progresses students from foundation knowledge, understanding and skills in human anatomy, physiology and the sub-disciplines of Exercise Science, into their application in movement, exercise and sporting contexts, such as exercise testing, prescription and delivery. Students are then progressed into authentic learning experiences in which they can integrate their evidence-based learnings and scope of practice in applied, industry-based settings. This professional practice provides students with the opportunity to reflect upon their transition from learning to practitioner. The course has qualifying accreditation status with Exercise and Sports Science Australia. Our graduates will make meaningful contributions to improving the outcomes of clients, customers, colleagues and collaborators in a diverse range of settings including, but not limited to: government departments, private sector, schools, business, and not-for-profit organisations.",24336.00,Bachelor of Psychological Science/Bachelor of Exercise and Sports Science,English,"22-Feb-2021, 21-Feb-2022",AUD,https://courses.acu.edu.au/undergraduate/bachelor_of_psychological_sciencebachelor_of_exercise_and_sports_science,Campus availability,,,"22-Feb-2021, 21-Feb-2022",Domestic and International students.,Melbourne  Strathfield,"Counselling Child welfare and development Community work Education Health Human resources Marketing and Market research Fourth year study in psychology to pursue a career in psychology, including sports psychology Government and non-government health, sport and recreation departments High performance sport organisations Sports institutes and academies Corporate fitness Exercise scientist Sports scientist Health and fitness consultant Strength and conditioning coach Sports coach Rehabilitation coach Performance analyst Fitness advisor Sports science manager Physical activity officer Allied health assistant","Average first year fee:
    $7745 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Melbourne  


Strathfield  



",4.0,
Domestic and International students.,089312D,,Years,null,Australian Catholic University,Years,098381E,"The Bachelor of Psychological Science/Bachelor of Laws combines the study of human behaviour with the study of the law. This double degree is designed to produce well-rounded graduates ready for legal practice and a range of professional careers in an increasingly global environment. As a graduate you can pursue a range of legal careers including private practice as a solicitor or barrister; legal officer in the public sector; in-house counsel for a wide range of organisations including corporations, regulatory authorities and NGOs. You will be well placed to develop specialist legal practice in a wide range of fields including forensic psychology; litigation; terrorism studies; and industrial law and management. The program combines the study of human behaviour with the study of law. The Psychological Science component enhances the student’s specialist knowledge by providing a comprehensive understanding of psychology, including behavioural and mental processes. It offers an Australian Psychology Accreditation Council (APAC) sequence in psychology. As part of this degree you complete 80 hours of pro bono work (after your first year), providing you with firsthand experience of the legal system while allowing you to contribute to the common good.",30600.00,Bachelor of Psychological Science/Bachelor of Laws,English,"22-Feb-2021, 21-Feb-2022",AUD,https://courses.acu.edu.au/undergraduate/bachelor_of_psychological_sciencebachelor_of_laws,Campus availability,,,"22-Feb-2021, 21-Feb-2022",Domestic and International students.,Melbourne  Strathfield,"Academic Criminology researcher Health department researcher Human resources consultant In-house legal counsel for NGOs, community or health service organisations Legal Practitioner (barrister or solicitor) Policy writer Psychologist (after further studies) Training consultant private legal practice as a solicitor or barrister legal officer in the public sector (for example in federal or state government departments and publicly funded organisations as diverse as national regulatory bodies, universities or public broadcasters) in-house counsel to a wide range of organisations from corporations to trade unions public interest legal work in community legal centres legal research.","Average first year fee:
    $8916 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Melbourne  


North Sydney  



",4.0,
Domestic and International students.,074608M,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,089312D,"The Bachelor of Theology/Bachelor of Global Studies is a double degree for people not only interested in theology but also the global social, political, cultural, environmental and economic changes. This course offers an international education, with students recommended to study abroad and/or do an internship that provides international work experience and networks. The Bachelor of Theology/Bachelor of Global Studies offers students with a unique opportunity to study abroad (ACU has over 60 partner institutions around the world), or gain valuable international workplace experience with one of our internship partners. Students will also study the Catholic theological tradition with an ecumenical and inter-faith perspective, as well as its relationship to other traditions and the potential for responding to the demands of the present and future. Students have the opportunity to study a Diploma of Languages in either Spanish or Italian alongside their degree to further enhance their employment opportunities.",24104.00,Bachelor of Theology/Bachelor of Global Studies,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/undergraduate/bachelor_of_theologybachelor_of_global_studies,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic and International students.,Melbourne  North Sydney,Graduates may work in Religious and non-religious organisations; public sector (local and international); government service (including diplomatic service); the United Nations and other international organisations; social entrepreneurship and companies with a global outreach; international relations journalism; travel and tourism,"Average first year fee:
    $6680 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Brisbane  


Melbourne  


Strathfield  



",4.0,
Domestic and International students.,079440A,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,074608M,"This unique double degree provides a legal education informed by Christian values and an education in theology that is orientated to the professional values and practice of law. The degree focuses on ethical behaviour, social justice, the common good and the law’s interaction with theology. In addition to the wide range of careers open to graduates of the Bachelor of Laws, completion of this double degree is excellent preparation for careers in: As part of this degree you complete 80 hours of pro bono work (after your first year), providing you with firsthand experience of the legal system while allowing you to contribute to the common good.",30600.00,Bachelor of Theology/Bachelor of Laws,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/undergraduate/bachelor_of_theologybachelor_of_laws,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic and International students.,Brisbane  Melbourne  Strathfield,This double degree is designed to produce well-rounded graduates ready for legal practice and a wide range of professional careers in an increasingly global environment.,"Average first year fee:
    $8916 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Brisbane  


Melbourne  


North Sydney  



",4.0,
Domestic and International students.,089311E,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,079440A,"This unique double degree provides students with the broad knowledge, skills and flexibility offered by a liberal arts program, but enhanced by a specialised focus on theology and philosophy. Studying theology and philosophy will equip students with an understanding of the foundations of the modern world and Western civilisation, enhancing their ability to critically engage with and respond to the key challenges faced by today's societies, governments and organisations. Global experience is strongly encouraged, with study abroad opportunities available at the ACU Rome Centre, with one of our partner institutions in Europe or the United States, or in Israel with a study tour. Students develop the skills necessary to become attentive and careful interpreters of historical and contemporary texts and contexts, and to critically examine complex and confronting issues. Students also enhance their capacity to evaluate and discriminate between multiple viewpoints, and to develop and articulate compelling arguments – both orally and in writing.",23400.00,Bachelor of Theology/Bachelor of Philosophy,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/undergraduate/bachelor_of_theology_bachelor_of_philosophy,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic and International students.,Brisbane  Melbourne  North Sydney,"Graduates are prepared for careers across a wide variety of professions such as education/teaching (with further study), media and communications, social work, NGO (community-based) work, pastoral work, chaplaincy, ministry and other church-related careers. The highly adaptable critical thinking skills and other attributes possessed by graduates are also suited to a wide variety of administrative and managerial roles across business and other industries.","Average first year fee:
    $6680 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Ballarat  


Brisbane  


Canberra  


Melbourne  


Strathfield  



",4.0,
Domestic and International students.,,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,089311E,"For those ambitious individuals keen to get an entry to a business qualification, but who may not be able to get into university in the usual way, then the Certificate in Commerce could be the answer. You may be able to study at ACU using the Certificate in Commerce as an alternative entry pathway.",23400.00,Certificate in Commerce,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/other_courses/certificate_in_commerce,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic students only.,Ballarat  Brisbane  Canberra  Melbourne  Strathfield,"Graduates are prepared for careers across a wide variety of professions such as education/teaching (with further study), media and communications, social work, NGO (community-based) work, pastoral work, chaplaincy, ministry and other church-related careers. The highly adaptable critical thinking skills and other attributes possessed by graduates are also suited to a wide variety of administrative and managerial roles across business and other industries.","Average first year fee:
    $12904 Fee-Paying 

    (indicative only)","


Brisbane  


Melbourne  


North Sydney  


Strathfield  



",4.0,
Domestic students only.,,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,089311E,"The Certificate in Liberal Arts normally takes one semester of full-time study or equivalent part-time study. Students completing the Certificate choose 40 cp (four units) from a wide range of Arts disciplines, subject to campus availability. For the discipline areas available, refer to the ACU Bachelor of Arts Course Rules (Arts Sequences).The Certificate is a non-award course.",23400.00,Certificate in Liberal Arts,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/other_courses/certificate_in_liberal_arts,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic students only.,Brisbane  Melbourne  North Sydney  Strathfield,"The Certificate in Liberal Arts prepares students for a diverse range of careers in areas such as government, industry, journalism, creative arts and education.",Average first year fee:    $12904 Fee-Paying     (indicative only),"


Brisbane  


Melbourne  


Strathfield  



",4.0,
Domestic students only.,,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,089311E,"The Certificate in Philosophy is for those who want to pursue an interest in philosophy or update their existing knowledge. Students can undertake units available in the Bachelor of Theology/Bachelor of Philosophy. The Certificate in Philosophy is an alternative pathway into the Bachelor of Theology/Bachelor of Philosophy for domestic, fee-paying students (credits can be granted for the units already undertaken).",23400.00,Certificate in Philosophy,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/other_courses/certificate_in_philosophy,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic students only.,Brisbane  Melbourne  Strathfield,"The Certificate in Liberal Arts prepares students for a diverse range of careers in areas such as government, industry, journalism, creative arts and education.","Average first year fee:
    $7720 Fee-Paying 

    (indicative only)","


Ballarat  


Brisbane  


Canberra  


Melbourne  


Strathfield  



",4.0,
Domestic students only.,,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,089311E,"The Certificate in Theology is for those who want to pursue an interest in theology or update their existing knowledge. It also provides an alternative pathway into the Bachelor of Theology for domestic, fee-paying students. Credits can be granted for the units already undertaken.",23400.00,Certificate in Theology,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/other_courses/certificate_in_theology,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic students only.,Ballarat  Brisbane  Canberra  Melbourne  Strathfield,"The Certificate in Liberal Arts prepares students for a diverse range of careers in areas such as government, industry, journalism, creative arts and education.","Average first year fee:
    $7840 Fee-Paying 

    (indicative only)","


Ballarat  


Brisbane  


Canberra  


Melbourne  


Strathfield  



",4.0,
Domestic students only.,063898J,,Years,null,Australian Catholic University,Years,089311E,The Diploma in Business Information Systems provides a broad understanding of key commercial and business concepts. It allows students to study units (subjects) in the Bachelor of Information Technology course and acts as an alternative pathway into the Bachelor of Information Technology degree. If you complete this diploma successfully you can then enter the Bachelor degree and be given credit for the units (subjects) you’ve already done. The Diploma in Business Information Systems offers international students: You will also learn about:,19520.00,Certificate in Theology,English,null,AUD,https://courses.acu.edu.au/other_courses/diploma_in_business_information_systems,Deferment ,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",International students only.,Ballarat  Brisbane  Canberra  Melbourne  Strathfield,"The Certificate in Liberal Arts prepares students for a diverse range of careers in areas such as government, industry, journalism, creative arts and education.",Average first year fee:    $7840 Fee-Paying     (indicative only),"


North Sydney  



",4.0,
International students only.,072325E,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,063898J,"The Diploma in Commerce provides a broad understanding of key commercial and business concepts. It allows students to study units (subjects) in the Bachelor of Commerce course and acts as an alternative pathway into the Bachelor of Commerce, Bachelor of Business Administration or Bachelor of Accounting and Finance degrees.  I f you complete this diploma successfully you can then enter one of those Bachelor degrees.  Furthermore, you will be given credit for the units (subjects) you’ve already done. The Diploma in Commerce offers you: English language classes for international students You will also study units (subjects) such as:",19520.00,Certificate in Theology,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/other_courses/diploma_in_commerce,Deferment ,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",International students only.,North Sydney,"The Certificate in Liberal Arts prepares students for a diverse range of careers in areas such as government, industry, journalism, creative arts and education.",Average first year fee:    $7840 Fee-Paying     (indicative only),"


Brisbane  


Melbourne  


North Sydney  



",4.0,
International students only.,,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,072325E,If you are enrolled in a program at another university you can apply to study one or more units as a cross-institutional student for credit towards an award at your ‘home’ institution. You must satisfy any unit prerequisites and your enrolment will be subject to all the provisions of the Academic Regulations. If you are enrolled on a cross-institutional basis you will be formally assessed in the units in which you are enrolled just as if you were studying at your ‘home’ institution.,19520.00,Postgraduate Education and Arts - Cross-institutional Study,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/other_courses/postgraduate-cross-institutional_fed,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic students only.,Brisbane  Melbourne  North Sydney,"The Certificate in Liberal Arts prepares students for a diverse range of careers in areas such as government, industry, journalism, creative arts and education.",Average first year fee:    $7840 Fee-Paying     (indicative only),"


Ballarat  


Brisbane  


Canberra  


Melbourne  


Online  


Strathfield  



",4.0,
Domestic students only.,,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,072325E,If you are enrolled in a program at another university you can apply to study one or more units as a cross-institutional student for credit towards an award at your ‘home’ institution. You must satisfy any unit prerequisites and your enrolment will be subject to all the provisions of the Academic Regulations. If you are enrolled on a cross-institutional basis you will be formally assessed in the units in which you are enrolled just as if you were studying at your ‘home’ institution.,19520.00,Postgraduate Health Sciences - Cross-institutional Study,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/other_courses/postgraduate_health_sciences_-_cross-institutional_study,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic students only.,Ballarat  Brisbane  Canberra  Melbourne  Online  Strathfield,"The Certificate in Liberal Arts prepares students for a diverse range of careers in areas such as government, industry, journalism, creative arts and education.",Average first year fee:    $7840 Fee-Paying     (indicative only),"


Ballarat  


Brisbane  


Canberra  


Melbourne  


North Sydney  


Strathfield  



",4.0,
Domestic students only.,,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,072325E,If you are enrolled in a program at another university you can apply to study one or more units as a cross-institutional student for credit towards an award at your ‘home’ institution. You must satisfy any unit prerequisites and your enrolment will be subject to all the provisions of the Academic Regulations. If you are enrolled on a cross-institutional basis you will be formally assessed in the units in which you are enrolled just as if you were studying at your ‘home’ institution.,19520.00,Postgraduate Theology - Cross-institutional Study,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/other_courses/postgraduate-cross-institutional_ftp,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic students only.,Ballarat  Brisbane  Canberra  Melbourne  North Sydney  Strathfield,"The Certificate in Liberal Arts prepares students for a diverse range of careers in areas such as government, industry, journalism, creative arts and education.",Average first year fee:    $7840 Fee-Paying     (indicative only),"


Adelaide  


Ballarat  


Brisbane  


Canberra  


Melbourne  


Online  


Strathfield  



",4.0,
Domestic students only.,055934K,,Years,null,Australian Catholic University,Years,072325E,"This course is for students who want a career in disability or human service management. It’s one of the few opportunities to take a university course in this area. This associate degree also acts as a pathway course into the Bachelor of Inclusive Education and Disability Studies for those who don’t currently meet the entry requirements. Students will develop a holistic view of disability and the social structures that influence learning and development for people with special needs. This includes areas such as: Students can tailor the course to their interests by selecting topics in assessment tasks, fieldwork components and the selection of specialisation subject units. The majority of assessments are assignment or project based to help integrate practice and theory.",24104.00,Associate Degree in Inclusive Education and Disability Studies,English,null,AUD,https://courses.acu.edu.au/undergraduate/associate_degree_in_inclusive_education_and_disability_studies,Campus availability,,,"22-Feb-2021, 21-Feb-2022",Domestic and International students.,Adelaide  Ballarat  Brisbane  Canberra  Melbourne  Online  Strathfield,accommodation support respite support employment support transition to work and community participation programs advocacy and information services policy development,"Average first year fee:
    $6680 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Strathfield  



",4.0,
Domestic and International students.,093165J,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,055934K,"The Diploma in Educational Studies (Tertiary Preparation) is designed for domestic and international students who want to undertake a pre-service teacher degree in early childhood, primary, or secondary education but do not currently meet the subject requirements or entry rank for the initial teacher education course. By completing this pathway course you may be eligible to enter the relevant bachelor degree and gain credit for units successfully completed that are beyond the stated prerequisite requirements. The Diploma in Educational Studies (Tertiary Preparation) is also available by direct entry application to Aboriginal and Torres Strait Islander students in Away From Base mode. Our early childhood and primary units are only available in this study mode.",24104.00,Diploma in Educational Studies (Tertiary Preparation),English,22-Feb-2021,AUD,https://courses.acu.edu.au/other_courses/diploma_in_educational_studies_tertiary_preparation,Campus availability,,,"22-Feb-2021, 21-Feb-2022 ",Domestic and International students.,Strathfield,Working opportunities in school settings but it is not a teaching qualification.,"Average first year fee:
    $6680 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Ballarat  


Blacktown  


Brisbane  


Canberra  


Melbourne  


North Sydney  


Strathfield  



",4.0,
Domestic and International students.,,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,093165J,"The Diploma in Educational Studies (Tertiary Preparation) is available by direct entry application to Aboriginal and Torres Strait Islander students in Away From Base mode. Early Childhood and Primary units only available in this study mode. This study mode allows students to live and work in their local community, while studying and attending 4 residentials of one week each on campus throughout the year.",24104.00,Diploma in Educational Studies (Tertiary Preparation) (Away from Base Mode),English,22-Feb-2021,AUD,https://courses.acu.edu.au/other_courses/diploma_in_educational_studies_tertiary_preparation_away_from_base_mode,Campus availability,,,"22-Feb-2021, 21-Feb-2022",Domestic students only.,Ballarat  Blacktown  Brisbane  Canberra  Melbourne  North Sydney  Strathfield,Working opportunities in school settings but it is not a teaching qualification.,"Average first year fee:
    $6680 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Brisbane  


Strathfield  



",4.0,
Domestic students only.,,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,093165J,"Give yourself a professional edge by adding Italian or Spanish to your skill set. As an ACU graduate with fluency in an additional language, you will position yourself for success in today’s competitive global employment market. As well as language skills, you will have a deeper understanding of intercultural communication and possess the ability to interact and negotiate appropriately and respectfully across a range of cultures. ACU offers undergraduate students across all faculties the opportunity to complete a Diploma in Languages in conjunction with an ACU undergraduate degree so that you graduate with a bachelor degree and a diploma in the same timeframe. The course is part time, so you take one language unit in any study period. Units are offered in Professional Term 1, Semester 1 and Semester 2. The diploma is open to members of the university and to the community, and individual language units can also be taken on a non-award basis. The Diploma in Languages focuses on developing communicative language skills through active practice.",24104.00,Diploma in Languages,English,22-Feb-2021,AUD,https://courses.acu.edu.au/other_courses/diploma_in_languages,Campus availability,,,"22-Feb-2021, 21-Feb-2022",Domestic students only.,Brisbane  Strathfield,"The course is designed for those intending to follow careers in international development, diplomacy, international business, public health, education, social services, government and non-government organisations, church ministry and not-for-profit organisations.","Average first year fee:
    $2505 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Ballarat  


Brisbane  


Canberra  


Melbourne  


North Sydney  


Strathfield  



",3.0,
Domestic students only.,0100749,,Years,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Australian Catholic University,Years,093165J,"The Diploma in Liberal Arts provides students from diverse backgrounds with a flexible one-year introduction to tertiary studies through the completion of 80 cp of Arts units. Students completing the Diploma may choose their units from a wide range of Arts disciplines, subject to campus availability. For the discipline areas available, refer to the Bachelor of Arts Course Rules (Arts Sequences). The Diploma in Liberal Arts prepares you for a wide choice of careers in areas such as government, industry, business, the creative arts and education. It is a Diploma-level course that is offered to domestic and International students. The Diploma in Liberal Arts is offered to International students on a fee-paying basis.It is available to international students as a UniAccess-International program. A student who successfully completes four or more units in the Diploma in Liberal Arts may be awarded the Non-Award Certificate in Liberal Arts. The Diploma in Liberal Arts normally takes one year of full-time study or equivalent part-time study. The Diploma is an award at AQF level 5 – Diploma level.",24104.00,Diploma in Liberal Arts,English,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",AUD,https://courses.acu.edu.au/other_courses/diploma_in_liberal_arts,Campus availability,,,"22-Feb-2021, 26-Jul-2021, 21-Feb-2022, 18-Jul-2022",Domestic and International students.,Ballarat  Brisbane  Canberra  Melbourne  North Sydney  Strathfield,"The Diploma in Liberal Arts prepares students for a diverse range of careers in areas such as government, industry, journalism, creative arts and education.","Average first year fee:
    $6680 Commonwealth Supported 

    (indicative only; subject to passage of legislation)","


Blacktown  


Brisbane  


Melbourne  


Strathfield  



",3.0,
