Course,Currency_Time,Prequisite_1_grade,Currency,Faculty,Course_Lang,Website,Int_Description,City,Int_Fees,Offline,Course_Level,Local_Fees,Study_Mode,Availability,Country,Duration_Time,Full_Time,Prerequisite_1,Duration,University,Level_Code,Career_Outcomes,Description,Online,Part_Time
Graduate Diploma in Public Health,Year,,AUD,English,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_public_health,"ACU’s Graduate Diploma in Public Health equips graduates with advanced knowledge, understanding and skills in public health to improve population health and well-being. The course prepares graduates to practice with a community, national or global focus, and with an ethical, social justice perspective.On successful completion of the course, graduates should be able to demonstrate advanced knowledge across major subject areas within public health; analyse and utilise best available evidence to support public health action; and demonstrate skills needed to critique and implement a range of public health interventions.Articulation from this course into the Master of Public Health program is available.",Melbourne,24104.00,Yes,Graduate,20272 ,1,A,Australia,Year,Yes,an accredited three year sequence in psychology,1.0,Australian Catholic University,PG,"A wide range of career opportunities are available to graduates of Public Health programs in Australia. According to a recent public health workforce study, these opportunities are typically within the public or not-for-profit sector; however, one-quarter of postgraduate public health graduates are employed in the private sector.","ACU’s Graduate Diploma in Public Health equips graduates with advanced knowledge, understanding and skills in public health to improve population health and well-being. The course prepares graduates to practice with a community, national or global focus, and with an ethical, social justice perspective. On successful completion of the course, graduates should be able to demonstrate advanced knowledge across major subject areas within public health; analyse and utilise best available evidence to support public health action; and demonstrate skills needed to critique and implement a range of public health interventions. Articulation from this course into the Master of Public Health program is available.",No,Yes
Graduate Diploma in Rehabilitation,Year,,AUD,Computer Science & Information Technology,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_rehabilitation,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",Brisbane,24104.00,Yes,Graduate,22818 ,1,A,Australia,Year,Yes,"Have completed either: A Bachelor degree from an accredited 3-year program in a Health Discipline or equivalent to enter the non-discipline pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleA Bachelor degree from an accredited 4-year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleACU Faculty of Health Sciences Graduate Certificate or equivalent to enter the Non-discipline) pathway",1.0,Australian Catholic University,PG,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline). The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum. Graduates of the Graduate Diploma in Rehabilitation should be able to:",No,Yes
Graduate Diploma in Rehabilitation,Year,,AUD,Computer Science & Information Technology,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_rehabilitation,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",Melbourne,24104.00,Yes,Graduate,22818 ,1,A,Australia,Year,Yes,"Have completed either: A Bachelor degree from an accredited 3-year program in a Health Discipline or equivalent to enter the non-discipline pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleA Bachelor degree from an accredited 4-year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleACU Faculty of Health Sciences Graduate Certificate or equivalent to enter the Non-discipline) pathway",1.0,Australian Catholic University,PG,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline). The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum. Graduates of the Graduate Diploma in Rehabilitation should be able to:",No,Yes
Graduate Diploma in Rehabilitation,Year,,AUD,Computer Science & Information Technology,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_rehabilitation,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",North Sydney,24104.00,Yes,Graduate,22818 ,1,A,Australia,Year,Yes,"Have completed either: A Bachelor degree from an accredited 3-year program in a Health Discipline or equivalent to enter the non-discipline pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleA Bachelor degree from an accredited 4-year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleACU Faculty of Health Sciences Graduate Certificate or equivalent to enter the Non-discipline) pathway",1.0,Australian Catholic University,PG,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline). The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum. Graduates of the Graduate Diploma in Rehabilitation should be able to:",No,Yes
Graduate Diploma in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_theological_studies,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",Ballarat,24104.00,Yes,Graduate,18128 ,2,D,Australia,Year,Yes,"Have completed either: A Bachelor degree from an accredited 3-year program in a Health Discipline or equivalent to enter the non-discipline pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleA Bachelor degree from an accredited 4-year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleACU Faculty of Health Sciences Graduate Certificate or equivalent to enter the Non-discipline) pathway",1.0,Australian Catholic University,PG,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma Theological Studies is a coursework award providing pathways for graduates in other disciplines to gain a foundation in the study of Christian Theology. They also provide graduates in Theology with a means of extending their skills and knowledge in specific areas. Graduates will be able, in differing degrees, to:",Yes,Yes
Graduate Diploma in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_theological_studies,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",Brisbane,24104.00,Yes,Graduate,18128 ,2,D,Australia,Year,Yes,"Have completed either: A Bachelor degree from an accredited 3-year program in a Health Discipline or equivalent to enter the non-discipline pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleA Bachelor degree from an accredited 4-year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleACU Faculty of Health Sciences Graduate Certificate or equivalent to enter the Non-discipline) pathway",1.0,Australian Catholic University,PG,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma Theological Studies is a coursework award providing pathways for graduates in other disciplines to gain a foundation in the study of Christian Theology. They also provide graduates in Theology with a means of extending their skills and knowledge in specific areas. Graduates will be able, in differing degrees, to:",Yes,Yes
Graduate Diploma in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_theological_studies,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",Canberra,24104.00,Yes,Graduate,18128 ,2,D,Australia,Year,Yes,"Have completed either: A Bachelor degree from an accredited 3-year program in a Health Discipline or equivalent to enter the non-discipline pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleA Bachelor degree from an accredited 4-year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleACU Faculty of Health Sciences Graduate Certificate or equivalent to enter the Non-discipline) pathway",1.0,Australian Catholic University,PG,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma Theological Studies is a coursework award providing pathways for graduates in other disciplines to gain a foundation in the study of Christian Theology. They also provide graduates in Theology with a means of extending their skills and knowledge in specific areas. Graduates will be able, in differing degrees, to:",Yes,Yes
Graduate Diploma in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_theological_studies,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",Melbourne,24104.00,Yes,Graduate,18128 ,2,D,Australia,Year,Yes,"Have completed either: A Bachelor degree from an accredited 3-year program in a Health Discipline or equivalent to enter the non-discipline pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleA Bachelor degree from an accredited 4-year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleACU Faculty of Health Sciences Graduate Certificate or equivalent to enter the Non-discipline) pathway",1.0,Australian Catholic University,PG,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma Theological Studies is a coursework award providing pathways for graduates in other disciplines to gain a foundation in the study of Christian Theology. They also provide graduates in Theology with a means of extending their skills and knowledge in specific areas. Graduates will be able, in differing degrees, to:",Yes,Yes
Graduate Diploma in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/graduate_diploma_in_theological_studies,"The Graduate Diploma in Rehabilitation provides evidence based studies for health professionals including registered physiotherapists, occupational therapists, speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or return to the workforce. This program enables articulation to the Master of Rehabilitation (Discipline).The course builds on the health inquiry unit and units related to clinical reasoning, advanced studies in chronic disease and disability and inter-professional practice and delivers case-based, on-line studies of aged and neurological disorders for holistic management and participation, along with research methodologies to plan a work-based project and a discipline specific practicum.Graduates of the Graduate Diploma in Rehabilitation should be able to:",New South Wales,24104.00,Yes,Graduate,18128 ,2,D,Australia,Year,Yes,"Have completed either: A Bachelor degree from an accredited 3-year program in a Health Discipline or equivalent to enter the non-discipline pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleA Bachelor degree from an accredited 4-year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleACU Faculty of Health Sciences Graduate Certificate or equivalent to enter the Non-discipline) pathway",1.0,Australian Catholic University,PG,"Public Health Care provider in acute wards and rehabilitation settings Private Health Care provider in acute wards and rehabilitation settings Private Practice in the fields of aged and neurological rehabilitation Aged care Health services Transition care community rehabilitation and long term care settings State, Federal and local government in policy development or implementation Health Carer groups Health Care based research.","The Graduate Diploma Theological Studies is a coursework award providing pathways for graduates in other disciplines to gain a foundation in the study of Christian Theology. They also provide graduates in Theology with a means of extending their skills and knowledge in specific areas. Graduates will be able, in differing degrees, to:",Yes,Yes
Graduate Diploma in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/master_of_psychology_clinicaldoctor_of_philosophy,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD).During these concurrent degrees, students will:Specialisation subject units in the clinical psychology stream are:",Melbourne,24104.00,Yes,Graduate,27640 ,1,D,Australia,Years,Yes,"Have completed either: A Bachelor degree from an accredited 3-year program in a Health Discipline or equivalent to enter the non-discipline pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleA Bachelor degree from an accredited 4-year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleACU Faculty of Health Sciences Graduate Certificate or equivalent to enter the Non-discipline) pathway",4.0,Australian Catholic University,PG,Graduates will be well-prepared for work as practitioner psychologists or skilled researchers in a range of institutions and agencies providing psychological and mental health services.,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD). During these concurrent degrees, students will: Specialisation subject units in the clinical psychology stream are:",No,Yes
Graduate Diploma in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/master_of_psychology_clinicaldoctor_of_philosophy,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD).During these concurrent degrees, students will:Specialisation subject units in the clinical psychology stream are:",New South Wales,24104.00,Yes,Graduate,27640 ,1,D,Australia,Years,Yes,"Have completed either: A Bachelor degree from an accredited 3-year program in a Health Discipline or equivalent to enter the non-discipline pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleA Bachelor degree from an accredited 4-year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleACU Faculty of Health Sciences Graduate Certificate or equivalent to enter the Non-discipline) pathway",4.0,Australian Catholic University,PG,Graduates will be well-prepared for work as practitioner psychologists or skilled researchers in a range of institutions and agencies providing psychological and mental health services.,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD). During these concurrent degrees, students will: Specialisation subject units in the clinical psychology stream are:",No,Yes
Graduate Diploma in Theological Studies,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/master_of_psychology_educational_and_developmentaldoctor_of_philosophy,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD).During these concurrent degrees, students will:Specialisation subject units in the clinical psychology stream are:",Melbourne,24104.00,Yes,Graduate,27640 ,1,D,Australia,Years,Yes,"Have completed either: A Bachelor degree from an accredited 3-year program in a Health Discipline or equivalent to enter the non-discipline pathway with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleA Bachelor degree from an accredited 4-year program in Physiotherapy, Occupational Therapy or Speech Pathology or equivalent to enter the (Discipline) pathway, with a minimum grade point average (GPA) of 4.6 on the ACU 7 point scaleACU Faculty of Health Sciences Graduate Certificate or equivalent to enter the Non-discipline) pathway",4.0,Australian Catholic University,PG,Graduates will be well-prepared for work as practitioner psychologists or skilled researchers in a range of institutions and agencies providing psychological and mental health services.,"These concurrent degrees combine professional training within educational and developmental psychology with a research Doctor of Philosophy (PhD). During these concurrent degrees, students will: Specialisation subject units in the Educational and Developmental psychology stream are:",No,Yes
Master of Business Administration,Year,,AUD,Business & Commerce & Finance & Accounting,English,https://courses.acu.edu.au/postgraduate/master_of_business_administration,"Finding your specialty is our specialty.Advance your career and become a well-rounded management professional with an MBA that puts ethics and sustainability at the forefront.Our unique MBA structure allows you to design your own specialist qualification. You’ll be able to choose four open electives, giving you control over your professional journey.Choose from:We understand the importance of learning in the real world, not just in the classroom. Our internship opportunities will help you build new networks and connect to experts in your industry – our aim is to help you make a move in your career before you’ve even graduated.",Melbourne,32000.00,Yes,Master,24500 ,1,A,Australia,Year,Yes,Equivalent of an Australian bachelor’s degree in any discipline (the equivalent of an Australian bachelor's degree in a related discipline will be eligible for up to four units credit),1.0,Australian Catholic University,PG,Graduates will be well-prepared for work as practitioner psychologists or skilled researchers in a range of institutions and agencies providing psychological and mental health services.,"Finding your specialty is our specialty. Advance your career and become a well-rounded management professional with an MBA that puts ethics and sustainability at the forefront. Our unique MBA structure allows you to design your own specialist qualification. You’ll be able to choose four open electives, giving you control over your professional journey. Choose from: We understand the importance of learning in the real world, not just in the classroom. Our internship opportunities will help you build new networks and connect to experts in your industry – our aim is to help you make a move in your career before you’ve even graduated.",No,Yes
Master of Business Administration,Year,,AUD,Business & Commerce & Finance & Accounting,English,https://courses.acu.edu.au/postgraduate/master_of_business_administration,"Finding your specialty is our specialty.Advance your career and become a well-rounded management professional with an MBA that puts ethics and sustainability at the forefront.Our unique MBA structure allows you to design your own specialist qualification. You’ll be able to choose four open electives, giving you control over your professional journey.Choose from:We understand the importance of learning in the real world, not just in the classroom. Our internship opportunities will help you build new networks and connect to experts in your industry – our aim is to help you make a move in your career before you’ve even graduated.",North Sydney,32000.00,Yes,Master,24500 ,1,A,Australia,Year,Yes,Equivalent of an Australian bachelor’s degree in any discipline (the equivalent of an Australian bachelor's degree in a related discipline will be eligible for up to four units credit),1.0,Australian Catholic University,PG,Graduates will be well-prepared for work as practitioner psychologists or skilled researchers in a range of institutions and agencies providing psychological and mental health services.,"Finding your specialty is our specialty. Advance your career and become a well-rounded management professional with an MBA that puts ethics and sustainability at the forefront. Our unique MBA structure allows you to design your own specialist qualification. You’ll be able to choose four open electives, giving you control over your professional journey. Choose from: We understand the importance of learning in the real world, not just in the classroom. Our internship opportunities will help you build new networks and connect to experts in your industry – our aim is to help you make a move in your career before you’ve even graduated.",No,Yes
Master of Clinical Exercise Physiology,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/master_of_clinical_exercise_physiology,"The Master of Clinical Exercise Physiology provides advanced academic study in the discipline of clinical exercise physiology. The postgraduate course delivers a sequence of units in the context of clinical assessment and exercise as a preventative, prescriptive and rehabilitative process for acute, sub-acute and chronic injuries as well as non-communicable diseases and concomitant multimorbidities. This specialisation will provide professional training, skills, competencies and clinical experience needed for accreditation by Exercise and Sports Science Australia (ESSA).The Master of Clinical Exercise Physiology will develop knowledge and skills in:As an exercise physiologist, you will understand what’s involved in:This specialisation will provide professional training, skills, competencies and clinical practicum hours needed for accreditation by the Exercise and Sports Science Australia (ESSA).",Brisbane,24104.00,Yes,Master,7390 ,1,A,Australia,Year,Yes,"have completed a bachelor degree that is accredited by Exercise and Sports Science Australia (ESSA) at Exercise Science level, with one of the following: a grade point average (GPA) of at least 4.6 on the ACU 7 point scale evidence of substantial relevant industry experience for at least one year post-Bachelor graduation have completed ACU’s Graduate Certificate in Exercise Rehabilitation for Sports Injuries. OR",1.0,Australian Catholic University,PG,"Accredited exercise physiologists, clinical directors, business owners, clinical researchers, clinical team leaders, clinical practice managers, corporate health practitioners, sport rehabilitation consultants, exercise physiology practice owners, occupational rehabilitation consultant.","The Master of Clinical Exercise Physiology provides advanced academic study in the discipline of clinical exercise physiology. The postgraduate course delivers a sequence of units in the context of clinical assessment and exercise as a preventative, prescriptive and rehabilitative process for acute, sub-acute and chronic injuries as well as non-communicable diseases and concomitant multimorbidities. This specialisation will provide professional training, skills, competencies and clinical experience needed for accreditation by Exercise and Sports Science Australia (ESSA). The Master of Clinical Exercise Physiology will develop knowledge and skills in: As an exercise physiologist, you will understand what’s involved in: This specialisation will provide professional training, skills, competencies and clinical practicum hours needed for accreditation by the Exercise and Sports Science Australia (ESSA).",No,Yes
Master of Clinical Exercise Physiology,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/master_of_clinical_exercise_physiology,"The Master of Clinical Exercise Physiology provides advanced academic study in the discipline of clinical exercise physiology. The postgraduate course delivers a sequence of units in the context of clinical assessment and exercise as a preventative, prescriptive and rehabilitative process for acute, sub-acute and chronic injuries as well as non-communicable diseases and concomitant multimorbidities. This specialisation will provide professional training, skills, competencies and clinical experience needed for accreditation by Exercise and Sports Science Australia (ESSA).The Master of Clinical Exercise Physiology will develop knowledge and skills in:As an exercise physiologist, you will understand what’s involved in:This specialisation will provide professional training, skills, competencies and clinical practicum hours needed for accreditation by the Exercise and Sports Science Australia (ESSA).",Melbourne,24104.00,Yes,Master,7390 ,1,A,Australia,Year,Yes,"have completed a bachelor degree that is accredited by Exercise and Sports Science Australia (ESSA) at Exercise Science level, with one of the following: a grade point average (GPA) of at least 4.6 on the ACU 7 point scale evidence of substantial relevant industry experience for at least one year post-Bachelor graduation have completed ACU’s Graduate Certificate in Exercise Rehabilitation for Sports Injuries. OR",1.0,Australian Catholic University,PG,"Accredited exercise physiologists, clinical directors, business owners, clinical researchers, clinical team leaders, clinical practice managers, corporate health practitioners, sport rehabilitation consultants, exercise physiology practice owners, occupational rehabilitation consultant.","The Master of Clinical Exercise Physiology provides advanced academic study in the discipline of clinical exercise physiology. The postgraduate course delivers a sequence of units in the context of clinical assessment and exercise as a preventative, prescriptive and rehabilitative process for acute, sub-acute and chronic injuries as well as non-communicable diseases and concomitant multimorbidities. This specialisation will provide professional training, skills, competencies and clinical experience needed for accreditation by Exercise and Sports Science Australia (ESSA). The Master of Clinical Exercise Physiology will develop knowledge and skills in: As an exercise physiologist, you will understand what’s involved in: This specialisation will provide professional training, skills, competencies and clinical practicum hours needed for accreditation by the Exercise and Sports Science Australia (ESSA).",No,Yes
Master of Clinical Exercise Physiology,Year,,AUD,Humanities and Social Science,English,https://courses.acu.edu.au/postgraduate/master_of_clinical_exercise_physiology,"The Master of Clinical Exercise Physiology provides advanced academic study in the discipline of clinical exercise physiology. The postgraduate course delivers a sequence of units in the context of clinical assessment and exercise as a preventative, prescriptive and rehabilitative process for acute, sub-acute and chronic injuries as well as non-communicable diseases and concomitant multimorbidities. This specialisation will provide professional training, skills, competencies and clinical experience needed for accreditation by Exercise and Sports Science Australia (ESSA).The Master of Clinical Exercise Physiology will develop knowledge and skills in:As an exercise physiologist, you will understand what’s involved in:This specialisation will provide professional training, skills, competencies and clinical practicum hours needed for accreditation by the Exercise and Sports Science Australia (ESSA).",New South Wales,24104.00,Yes,Master,7390 ,1,A,Australia,Year,Yes,"have completed a bachelor degree that is accredited by Exercise and Sports Science Australia (ESSA) at Exercise Science level, with one of the following: a grade point average (GPA) of at least 4.6 on the ACU 7 point scale evidence of substantial relevant industry experience for at least one year post-Bachelor graduation have completed ACU’s Graduate Certificate in Exercise Rehabilitation for Sports Injuries. OR",1.0,Australian Catholic University,PG,"Accredited exercise physiologists, clinical directors, business owners, clinical researchers, clinical team leaders, clinical practice managers, corporate health practitioners, sport rehabilitation consultants, exercise physiology practice owners, occupational rehabilitation consultant.","The Master of Clinical Exercise Physiology provides advanced academic study in the discipline of clinical exercise physiology. The postgraduate course delivers a sequence of units in the context of clinical assessment and exercise as a preventative, prescriptive and rehabilitative process for acute, sub-acute and chronic injuries as well as non-communicable diseases and concomitant multimorbidities. This specialisation will provide professional training, skills, competencies and clinical experience needed for accreditation by Exercise and Sports Science Australia (ESSA). The Master of Clinical Exercise Physiology will develop knowledge and skills in: As an exercise physiologist, you will understand what’s involved in: This specialisation will provide professional training, skills, competencies and clinical practicum hours needed for accreditation by the Exercise and Sports Science Australia (ESSA).",No,Yes
