Study_Mode,Location,Duration:,Location:,Course,Description,Duration,Melbourne_International_Start_Date,Website,CRICOS,Domestic_Course,Available to:,North_Sydney_International_Start_Date,Brisbane_International_Start_Date,Available to,CRICOS:
Campus availability,Online,2 years full-time or equivalent part-time,"


North Sydney  


Online  



",Master of Information Technology,"The Master of Information Technology aims to equip you with the updated professional skills in Information and Communications Technology (ICT) and a sound understanding of the integration of computing skills and tools in a modern business environment. In particular, it provides you with a broad skillset in the following areas: All students also have an opportunity to gain business knowledge when selecting business electives. All students are required to apply their learning to workplace- and industry-based projects.",1 year full-time or equivalent part-time,null,https://courses.acu.edu.au/postgraduate/master_of_information_technology,084332G,"['\n', <strong>Average first year fee</strong>, ':\n    $28000 Fee-Paying \n\n    (indicative only)\n\n']",Domestic and International students.,null," (pos1#435862#435903:  

22-Feb-2021

     (pos1#435862
   #435858
, 26-Jul-2021
     #435858
   #435858
, 21-Feb-2022
     #435858
   #435858
, 18-Jul-2022
     #435858",Domestic and Overseas applicants.,079874G
Campus availability,North Sydney  Online,2 years full-time or equivalent part-time,"


North Sydney  

 Open Universities Australia

",Master of Leadership and Management in Health Care,"The aim of this course is to prepare graduates to become ethical, effective health leaders and managers who support innovation and who are able to take the lead in strategic development of a range of organisations, leading to culturally safe, resource-efficient health care within local, national and global health contexts. The course has a strong focus on strategic organisational management, leading change in health service delivery, clinical redesign and in being a facilitative leader who is able to engage staff on developing innovative quality improvements. This course will appeal to those who want to develop strong leadership and effective management skills that can be applied across a range of health care environments. The two year course is offered at Master level only with exit options being the Graduate Certificate in Health Administration and the Graduate Diploma in Health Administration.",2 years full-time or equivalent part-time,null,https://courses.acu.edu.au/postgraduate/master_of_leadership_and_management_in_health_care,079874G,"['\n', <strong>Average first year fee</strong>, ':\n    $19252 Fee-Paying \n\n    (indicative only)\n\n']",Domestic and International students.,null," (pos1#435862#435903:  

22-Feb-2021

     (pos1#435862
   #435858
, 26-Jul-2021
     #435858
   #435858
, 21-Feb-2022
     #435858
   #435858
, 18-Jul-2022
     #435858",Domestic and International students.,097207E
Campus availability,North Sydney   Open Universities Australia,1.5 years full-time or equivalent part-time.,"


Online  



",Master of Mental Health,"The Master of Mental Health aims to expand allied health clinicians’ knowledge and skills in mental health practice and leadership through evidence-based knowledge and practice. Students have the option to pursue a project stream or a research stream within this course. As such, they may complete either a project and two elective subjects, or complete a research dissertation in their final semester. Both streams consolidate learning from the Graduate Certificate in Mental Health and Graduate Diploma in Mental Health in research, specialist clinical skills and knowledge as well as clinical leadership. Graduates of the program should be able to: The first 40 credit points of the course consist of units in the Graduate Certificate in Mental Health; the second 40 credit points of this course are derived from the Graduate Diploma in Mental Health and the final 40 credit points consist of either project or research stream units.",2 years full-time or equivalent part-time,null,https://courses.acu.edu.au/postgraduate/master_of_mental_health,097207E,"['\n', <strong>Average first year fee</strong>, ':\n    $20004 Fee-Paying \n\n    (indicative only)\n\n']",Domestic students only.,null,"(pos1#435862#435903:  22-Feb-2021     (pos1#435862   #435858, 26-Jul-2021     #435858   #435858, 21-Feb-2022     #435858   #435858, 18-Jul-2022     #435858",Domestic and International students.,
Campus availability,Online,1.5 years full-time or equivalent part-time.,"


Online  



",Master of Mental Health Nursing,"The Master of Mental Health Nursing aims to expand nursing clinicians’ knowledge and skills in mental health practice with evidence-based knowledge and practice enabling immediate application/translation in the workplace. Students have the option to pursue a project stream or a research stream within this course. As such, they may complete either a project and two elective subjects, or complete a research dissertation in their final semester. Both streams consolidate learning from the Graduate Certificate in Mental Health Nursing and Graduate Diploma in Mental Health Nursing in research, specialist clinical skills and knowledge as well as clinical leadership.",1.5 years full-time or equivalent part-time.,null,https://courses.acu.edu.au/postgraduate/master_of_mental_health_nursing,097207E,"['\n', <strong>Average first year fee</strong>, ':\n    $20004 Fee-Paying \n\n    (indicative only)\n\n']",Domestic students only.,null,"(pos1#435862#435903:  22-Feb-2021     (pos1#435862   #435858, 26-Jul-2021     #435858   #435858, 21-Feb-2022     #435858   #435858, 18-Jul-2022     #435858",Domestic students only.,
Campus availability,Online,1.5 years full-time or equivalent part-time.,"

 Open Universities Australia

",Master of Mental Health Nursing,"Situated within the Faculty of Law and Business, the Master of Occupational Health, Safety and Environmental (OHSE) Management provides students with technical competencies in OHSE theory and practice. The course comprises the equivalent of 12 units that will prepare you for a management-level position in OHSE. The Master of OHSEM is accredited with the Australian OHS Education Accreditation Board so graduates may seek certification as an OHS Professional. A Graduate Certificate and Graduate Diploma are available as exit awards from the Master of OHSEM. The course is offered online through Open Universities Australia.",1.5 years full-time or equivalent part-time.,null,https://courses.acu.edu.au/postgraduate/master_of_ohse_mgmt,097207E,"['\n', <strong>Average first year fee</strong>, ':\n    $20004 Fee-Paying \n\n    (indicative only)\n\n']",,null,"(pos1#435862#435903:  22-Feb-2021     (pos1#435862   #435858, 26-Jul-2021     #435858   #435858, 21-Feb-2022     #435858   #435858, 18-Jul-2022     #435858",Domestic students only.,
Campus availability,Open Universities Australia,2 years full-time or equivalent part-time,"


Melbourne  


North Sydney  



",Master of Professional Accounting,The Master of Professional Accounting (MPA) is designed to meet the global demand for high-quality graduates in accounting. The Master of Professional Accounting is extremely popular for a number of reasons: The two-year course can be completed in one year if students have a bachelor degree in business or a related field. The course is ideal for graduates who do not have an undergraduate degree in accountancy and wish to obtain a professional accountancy qualification for a career change. Having a Master’s qualification will provide students with an added advantage over students who have completed a Bachelor degree.,1.5 years full-time or equivalent part-time.," (pos1#435862#435903:  

22-Feb-2021

     (pos1#435862
   #435858
, 26-Jul-2021
     #435858
   #435858
, 21-Feb-2022
     #435858
   #435858
, 18-Jul-2022
     #435858",https://courses.acu.edu.au/postgraduate/master_of_professional_accounting,097207E,"['\n', <strong>Average first year fee</strong>, ':\n    $28000 Fee-Paying \n\n    (indicative only)\n\n']",Domestic and International students.,null," (pos1#435848#435902:  
22-Feb-2021
     (pos1#435848
   #435844#435902:  
, 26-Jul-2021
     #435844
   #435844#  
, 21-Feb-2022
     #435844
   #435844#435902:  
, 18-Jul-2022
     #435844",Domestic students only.,085337E
Campus availability,Melbourne  North Sydney,1 year full-time or equivalent part-time,"


Melbourne  



",Master of Professional Psychology,"The Master of Professional Psychology (MProfPsych) is a fifth-year program in psychology, open to graduates of an APAC accredited fourth-year psychology program. The MProfPsych program is designed to provide graduates in psychology with an additional year of full-time education in the professional practice of psychology. This year prepares graduates for a final year of supervised practice prior to general registration as a Psychologist. The MProfPsych program provides students with an opportunity to learn and demonstrate their knowledge and skills in the 8 core capabilities and attributes as required to practise psychology. This program includes a simulated practicum unit as well as an external placement which enables students to translate their theoretical knowledge to professional and simulated environments to enhance their skill development. This program offers students the ‘5 + 1’ model to register as a Provisional Psychologist through this supervised practice pathway.",2 years full-time or equivalent part-time,null,https://courses.acu.edu.au/postgraduate/master_of_professional_psychology,085337E,"['\n', <strong>Average first year fee</strong>, ':\n    $28235 Fee-Paying \n\n    (indicative only)\n\n']",Domestic and International students.,null," (pos1#435848#435902:  
22-Feb-2021
     (pos1#435848
   #435844#435902:  
, 21-Feb-2022
     #435844",Domestic and International students.,085312C
Campus availability,Melbourne,1.5 years full-time or equivalent part-time.,"


Adelaide  


Ballarat  


Brisbane  


Canberra  


Melbourne  


Online  


Strathfield  



",Master of Professional Studies in Theology,"The new Master of Professional Studies in Theology (MPST) is ideal for Catholic school teachers, and other professionals looking to develop and enhance their leadership capacity, as well as professionals working in Catholic and other Church agencies. Within Catholic organisations there is an identified need for professionals to understand and promote the mission, identity, and ethos of the Catholic Church. The MPST has been developed specifically to address this need. The MPST builds upon existing qualifications and professional experience, and has been designed to develop a deeper level of engagement with the discipline of theology. It provides a rich variety of international study tour opportunities, an ability to specialise in particular discipline areas, as well as a capstone research component.",1 year full-time or equivalent part-time,null,https://courses.acu.edu.au/postgraduate/master_of_professional_studies_in_theology2,085312C,"['\n', <strong>Average first year fee</strong>, ':\n    $18128 Fee-Paying \n\n    (indicative only)\n\n']",Domestic students only.,null,"(pos1#435848#435902:  22-Feb-2021     (pos1#435848   #435844#435902:  , 21-Feb-2022     #435844",Domestic and International students.,
Campus availability,Adelaide  Ballarat  Brisbane  Canberra  Melbourne  Online  Strathfield,2 years full-time or equivalent part-time.,"


Melbourne  


Strathfield  



",Master of Psychology (Clinical),"The Master of Psychology (Clinical) degree at ACU is a two year postgraduate course consisting of academic coursework, practical training in assessment, diagnosis and intervention, and completion of a research project. Successful completion of the course allows registration as a general psychologist and upon completion of an additional period of supervised practice, for area of practice endorsement in clinical psychology with The Psychology Board of Australia. Combined Master of Psychology (Clinical) and Doctor of Philosophy: ACU also offers the Master of Psychology (Clinical)/Doctor of Philosophy which combines professional training within clinical psychology with a research Doctor of Philosophy (PhD). Students interested in this combined degree must first apply for and complete one year of the Master of Psychology (Clinical).  During this year they should consult with their course coordinator to determine their eligibility for the combined degree. Determination of students who meet the requirements to enrol in the combined Master/PhD program, and who will be offered a place, will be the responsibility of the course coordinator in collaboration with the Head of School and ACU Candidature Services.",1.5 years full-time or equivalent part-time.," (pos1#435876#435905:  

22-Feb-2021

     (pos1#435876
   #435872
, 21-Feb-2022
     #435872",https://courses.acu.edu.au/postgraduate/master_of_psychology_clinical,085312C,"['\n', <strong>Average first year fee</strong>, ':\n    $6680 Commonwealth Supported \n\n    (indicative only; subject to passage of legislation)\n\n']",Domestic and International students.,null," (pos1#435848#435902:  
22-Feb-2021
     (pos1#435848
   #435844#435902:  
, 21-Feb-2022
     #435844",Domestic students only.,084338A
Campus availability,Melbourne  Strathfield,2 years full-time or equivalent part-time.,"


Melbourne  



",Master of Psychology (Educational and Developmental),"The Master of Psychology (Ed and Dev) degree at ACU is a two year postgraduate course consisting of academic coursework, practical training in assessment, diagnosis and intervention, lifespan perspective, and completion of a research project. Successful completion of the course allows registration as a general psychologist and eligibility for the two year registrar program, culminating in Psychology Board of Australia (PsyBA) endorsement in Educational & Developmental psychology. Successful completion of the course allows registration as a general psychologist and upon completion of an additional period of supervised practice, for area of practice endorsement in educational and developmental psychology with The Psychology Board of Australia. Combined Master of Psychology (Educational and Developmental) and Doctor of Philosophy: ACU also offers the Master of Psychology (Educational and Developmental)/Doctor of Philosophy which combines professional training within clinical psychology with a research Doctor of Philosophy (PhD). Students interested in this combined degree must first apply for and complete one year of the Master of Psychology (Educational and Developmental).  During this year they should consult with their course coordinator to determine their eligibility for the combined degree. Determination of students who meet the requirements to enrol in the combined Master/PhD program, and who will be offered a place, will be the responsibility of the course coordinator in collaboration with the Head of School and ACU Candidature Services.",2 years full-time or equivalent part-time.,null,https://courses.acu.edu.au/postgraduate/master_of_psychology_educational_and_developmental,084338A,"['\n', <strong>Average first year fee</strong>, ':\n    $6680 Commonwealth Supported \n\n    (indicative only; subject to passage of legislation)\n\n']",Domestic and International students.,null," (pos1#435848#435902:  
22-Feb-2021
     (pos1#435848
   #435844#435902:  
, 21-Feb-2022
     #435844",Domestic and International students.,084339M
Campus availability,Melbourne,2 years full-time or equivalent part-time.,"


Melbourne  

 Open Universities Australia

",Master of Public Health,"The Master of Public Health equips graduates with specialised knowledge, understanding and skills in public health to improve and advance population health and well-being.  ACU’s MPH prepares graduates to practice with a community, national or global focus, and with an ethical, social justice perspective. The course enables students to develop advanced and specialised knowledge across the discipline of public health, with an emphasis on evidence-based practice, rigorous intellectual inquiry, innovation and thought leadership, and effective communication and advocacy skills. The curriculum was designed around the Foundation Competencies for MPH Graduates in Australia and the requirements of the Australian Faculty of Public Health Medicine (for medical practitioners specialising in public health). Other international competency and practice standards and competency frameworks have also informed ACU’s curriculum design. Students may choose to complete their Maste through a Research Pathway (undertaking additional research training and completion of a minor thesis) or a Capstone Pathway (involving a capstone experience, such as a practice-based project). Elective units and a specialisation option are also available.",2 years full-time or equivalent part-time.,null,https://courses.acu.edu.au/postgraduate/master_of_public_health,084339M,"['\n', <strong>Average first year fee</strong>, ':\n    $20272 Fee-Paying \n\n    (indicative only)\n\n']",Domestic and International students.,null," (pos1#435848#435902:  
22-Feb-2021
     (pos1#435848
   #435844#435902:  
, 26-Jul-2021
     #435844
   #435844#  
, 21-Feb-2022
     #435844
   #435844#435902:  
, 18-Jul-2022
     #435844",Domestic and International students.,089309K
Campus availability,Melbourne   Open Universities Australia,2 years full-time or equivalent part-time.,"


Melbourne  

 Open Universities Australia

",Master of Public Health (Global Health and Advocacy),"ACU’s Master of Public Health equips graduates with specialised knowledge, understanding and skills in public health to improve and advance population health and well-being.  ACU’s MPH prepares graduates to practice with a community, national or global focus, and with an ethical, social justice perspective. A uniquely ACU specialisation, Global health is an increasingly important and active area of work for public health practitioners. If you are planning to focus on global health, our Master of Public Health program offers a specialisation in global health and advocacy during your second year. The Master of Public Health (Global Health and Advocacy) specialisation will give you the knowledge, skills and experience to practice effectively in the evolving professional landscape of global health. This specialisation features a contemporary curriculum designed around the United Nations’ sustainable development goals. In this specialisation, you will extend your core public health knowledge and skills through studying global health, sustainable development, food security, humanitarian assistance and the importance of advocacy in public and global health. By developing advocacy skills, the global health and advocacy specialisation aims to enable graduates to not just implement policies and programs that improve population health, but to actively influence policies and programs and advance population health. Students may choose to complete their Master with specialisation through a Research Pathway (undertaking additional research training and completion of a minor thesis) or a Capstone Pathway (involving a capstone experience, such as a practice-based project).",2 years full-time or equivalent part-time.,null,https://courses.acu.edu.au/postgraduate/master_of_public_health_global_health_and_advocacy,089309K,"['\n', <strong>Average first year fee</strong>, ':\n    $20272 Fee-Paying \n\n    (indicative only)\n\n']",Domestic and International students.,null," (pos1#435848#435902:  
22-Feb-2021
     (pos1#435848
   #435844#435902:  
, 26-Jul-2021
     #435844
   #435844#  
, 21-Feb-2022
     #435844
   #435844#435902:  
, 18-Jul-2022
     #435844",Domestic and International students.,090702B
Available specialisations are:,Melbourne   Open Universities Australia,1.5 years full-time or equivalent part-time.,"


Brisbane  


Melbourne  


North Sydney  



",Master of Rehabilitation,"The Master of Rehabilitation suite of programs aims to provide evidence based advanced studies for health professionals including registered physiotherapists, occupational therapists speech pathologists, nurses and other allied health professionals who seek to extend knowledge and skills in the fields of aged and neurological rehabilitation for promotion and professional recognition, or to return to the workforce. This 120 cp Masters course is structured with a nested Graduate Certificate (40 cp) and Graduate Diploma (80 cp) for the disciplines of physiotherapy, occupational therapy, speech pathology in addition to a non-discipline specific stream. This course includes purposely designed inter-professional coursework units in conjunction with discipline specific streams. Workshop intensives, and application of advanced skills and knowledge within the work-place and other practice settings will enable each discipline to apply highly integrative and evidence based-content to allow the development of advanced skills and practice. Clinicians will use critical appraisal to evaluate strategies and interventions as well as implement optimal programs in their work-place and during an advanced practicum for holistic management and enhanced participation of people with complex aged and neurological disorders. The program culminates with these advanced practicum opportunities and a clinical research project within the discipline and fields of either aged or neurological rehabilitation. Graduates of the Master of Rehabilitation should be able to:",2 years full-time or equivalent part-time.,null,https://courses.acu.edu.au/postgraduate/master_of_rehabilitation,090702B,"['\n', <strong>Average first year fee</strong>, ':\n    $24024 Fee-Paying \n\n    (indicative only)\n\n']",Domestic and International students.,null," (pos1#435820#435900:  

22-Feb-2021

     (pos1#435820
   #435816#435900:  
, 21-Feb-2022
     #435816",Domestic and International students.,086188E
Campus availability,Brisbane  Melbourne  North Sydney,1.5 years full-time or equivalent part-time.,"


Blacktown  


Online  



",Master of Religious Education,"The Master of Religious Education is for students with a special interest in religious education at school, parish, or diocesan level. It will enable religious educators to become thinkers, researchers, evaluators and leaders in their field. This is a relevant, flexible and challenging Masters degree that produces graduates who can:",1.5 years full-time or equivalent part-time.,null,https://courses.acu.edu.au/postgraduate/master_of_religious_education,086188E,"['\n', <strong>Average first year fee</strong>, ':\n    $18128 Fee-Paying \n\n    (indicative only)\n\n']",Domestic students only.,null,"(pos1#435820#435900:  22-Feb-2021     (pos1#435820   #435816#435900:  , 21-Feb-2022     #435816",Domestic and International students.,
Campus availability,Blacktown  Online,2 years full-time or equivalent part-time.,"


Brisbane  


Canberra  


Strathfield  



",Master of Social Work,"The Master of Social Work prepares students for practice as professional social workers. This is an Australian Association of Social Workers (AASW) accredited qualification. It is an entry qualification into the social work profession and has been determined to meet the Australian Social Work Education and Accreditation Standards (ASWEAS). The Master of Social Work is a vibrant and challenging program that encourages students to build on their existing knowledge and experience as well as providing a sound understanding of social work values and practice approaches. Throughout the course there is an emphasis on social justice, human rights, and on achieving the best possible outcomes for the most marginalised and disadvantaged members of our community. Students will be taught by leading social work practitioners and academics and there is a strong focus on experiential learning throughout the course.",1.5 years full-time or equivalent part-time.," (pos1#435834#435901:  

22-Feb-2021

     (pos1#435834
   #435830#435901:  
, 21-Feb-2022
     #435830",https://courses.acu.edu.au/postgraduate/master_of_social_work,086188E,"['\n', <strong>Average first year fee</strong>, ':\n    $6680 Commonwealth Supported \n\n    (indicative only; subject to passage of legislation)\n\n']",Domestic and International students.," (pos1#435876#435905:  

22-Feb-2021

     (pos1#435876
   #435872
, 21-Feb-2022
     #435872"," (pos1#435820#435900:  

22-Feb-2021

     (pos1#435820
   #435816#435900:  
, 21-Feb-2022
     #435816",Domestic students only.,066741F
Campus availability,Brisbane  Canberra  Strathfield,2 years full-time or equivalent part-time.,"


Adelaide  


Ballarat  


Blacktown  


Brisbane  


Canberra  


Melbourne  


Online  


Strathfield  



",Master of Theological Studies,"Students will develop a wide range of skills, including oral and written communication skills, and the capacity to analyse, reflect critically, evaluate, and bring ethical perspectives to life and work. These skills will prepare them to succeed in areas such as chaplaincy or other church-related careers, administrative roles, or in various other professions for which they are qualified, such as teaching or social work.",2 years full-time or equivalent part-time.,"(pos1#435834#435901:  22-Feb-2021     (pos1#435834   #435830#435901:  , 21-Feb-2022     #435830",https://courses.acu.edu.au/postgraduate/master_of_theological_studies2,066741F,"['\n', <strong>Average first year fee</strong>, ':\n    $18128 Fee-Paying \n\n    (indicative only)\n\n']",Domestic students only.,"(pos1#435876#435905:  22-Feb-2021     (pos1#435876   #435872, 21-Feb-2022     #435872","(pos1#435820#435900:  22-Feb-2021     (pos1#435820   #435816#435900:  , 21-Feb-2022     #435816",Domestic and International students.,
Campus availability,Adelaide  Ballarat  Blacktown  Brisbane  Canberra  Melbourne  Online  Strathfield,,"


Melbourne  


North Sydney  



",Postgraduate Law and Business - Cross-institutional Study,"Students will develop a wide range of skills, including oral and written communication skills, and the capacity to analyse, reflect critically, evaluate, and bring ethical perspectives to life and work. These skills will prepare them to succeed in areas such as chaplaincy or other church-related careers, administrative roles, or in various other professions for which they are qualified, such as teaching or social work.",2 years full-time or equivalent part-time.,"(pos1#435834#435901:  22-Feb-2021     (pos1#435834   #435830#435901:  , 21-Feb-2022     #435830",https://courses.acu.edu.au/other_courses/postgraduate-cross-institutional_fbu,066741F,"['\n', <strong>Average first year fee</strong>, ':\n    $18128 Fee-Paying \n\n    (indicative only)\n\n']",Domestic students only.,"(pos1#435876#435905:  22-Feb-2021     (pos1#435876   #435872, 21-Feb-2022     #435872","(pos1#435820#435900:  22-Feb-2021     (pos1#435820   #435816#435900:  , 21-Feb-2022     #435816",Domestic students only.,
Campus availability,Melbourne  North Sydney,2 years full-time or equivalent part-time.,"


Online  



",Master of Teaching (Early Childhood and Primary),"The Master of Teaching (Early Childhood and Primary) has been designed to contribute to the education profession by preparing graduates to be accomplished and articulate advocates for the rights and responsibilities of all children within their professional, community, outreach, and research contexts. The Master of Teaching (Early Childhood and Primary) cultivates graduates to be articulate and passionate teachers who are committed to the generation and dissemination of knowledge, skills and attitudes that can facilitate the implementation of high quality early childhood and primary education for all children.",2 years full-time or equivalent part-time.,"(pos1#435834#435901:  22-Feb-2021     (pos1#435834   #435830#435901:  , 21-Feb-2022     #435830",https://courses.acu.edu.au/postgraduate/master_of_teaching_early_childhood_and_primary,066741F,"['\n', <strong>Average first year fee</strong>, ':\n    $6680 Commonwealth Supported \n\n    (indicative only; subject to passage of legislation)\n\n']",Domestic students only.,"(pos1#435876#435905:  22-Feb-2021     (pos1#435876   #435872, 21-Feb-2022     #435872","(pos1#435820#435900:  22-Feb-2021     (pos1#435820   #435816#435900:  , 21-Feb-2022     #435816",Domestic students only.,
Campus availability,Online,2 years duration,"


Online  



",Master of Teaching (Early Childhood and Primary)/Graduate Certificate in Religious Education,"This is the combination of the Master of Teaching (Early Childhood and Primary) and the Graduate Certificate in Religious Education. The Master of Teaching (Early Childhood and Primary) has been designed to contribute to the education profession by preparing graduates to be accomplished and articulate advocates for the rights and responsibilities of all children within their professional, community, outreach, and research contexts. The Master of Teaching (Early Childhood and Primary) cultivates graduates to be articulate and passionate teachers who are committed to the generation and dissemination of knowledge, skills and attitudes that can facilitate the implementation of high quality early childhood and primary education for all children. The Graduate Certificate in Religious Education is for qualified primary and secondary school teachers who want to teach religion. The course provides the basic certification, fundamental knowledge, skills and competencies needed to teach religious education.",2 years full-time or equivalent part-time.,"(pos1#435834#435901:  22-Feb-2021     (pos1#435834   #435830#435901:  , 21-Feb-2022     #435830",https://courses.acu.edu.au/postgraduate/master_of_teaching_early_childhood_and_primarygraduate_certificate_in_religious_education,066741F,"['\n', <strong>Average first year fee</strong>, ':\n    $8350 Commonwealth Supported \n\n    (indicative only; subject to passage of legislation)\n\n']",Domestic students only.,"(pos1#435876#435905:  22-Feb-2021     (pos1#435876   #435872, 21-Feb-2022     #435872","(pos1#435820#435900:  22-Feb-2021     (pos1#435820   #435816#435900:  , 21-Feb-2022     #435816",Domestic students only.,
Campus availability,Online,2 years full-time or equivalent part-time. 18 months full-time in accelerated mode (accelerated mode not available for 2021).,"


Melbourne  


Strathfield  



",Master of Teaching (Primary),"The Master of Teaching (Primary) is for graduates who want to become primary school teachers and have an appropriate undergraduate degree. The degree is a pre-service teacher education program that applies advanced knowledge and research findings to the problems, issues and challenges facing education professionals. Graduates will be eligible for employment in Catholic and other faith-based schools, and government and non-government schools. This Masters degree prepares primary school teachers who are reflective, independent and flexible thinkers who can apply their skills to improve curriculum offerings and advance their community’s education. It gives students valuable professional experience through a range of school- and community-based placements during the course.",2 years duration," (pos1#435876#435905:  

22-Feb-2021

     (pos1#435876
   #435872
, 21-Feb-2022
     #435872",https://courses.acu.edu.au/postgraduate/master_of_teaching_primary,066741F,"['\n', <strong>Average first year fee</strong>, ':\n    $6680 Commonwealth Supported \n\n    (indicative only; subject to passage of legislation)\n\n']",Domestic and International students.,null," (pos1#435848#435902:  
22-Feb-2021
     (pos1#435848
   #435844#435902:  
, 21-Feb-2022
     #435844",Domestic students only.,055926K
Campus availability,Melbourne  Strathfield,2.25 years full-time or equivalent part-time but may be completed in two years.,"


Melbourne  


Strathfield  



",Master of Teaching (Primary)/Graduate Certificate in Religious Education,"This is the combination of the Master of Teaching (Primary) and the Graduate Certificate in Religious Education. The Master of Teaching (Primary) is for graduates who want to become primary school teachers and have an appropriate undergraduate degree. It provides a pre-service education for beginning teachers. The Graduate Certificate in Religious Education is designed to help students meet accreditation requirements to teach Religious Education in Catholic Schools in addition to their other teaching areas. Graduates are eligible for employment in Catholic and other faith-based schools, government and non-government schools. This Master’s degree prepares primary school teachers who are reflective, independent and flexible thinkers who can apply their skills to improve curriculum offerings and advance their community’s education. It provides students valuable professional experience through a range of school and community-based placements during the course.",2 years full-time or equivalent part-time. 18 months full-time in accelerated mode (accelerated mode not available for 2021).," (pos1#435876#435905:  

22-Feb-2021

     (pos1#435876
   #435872
, 21-Feb-2022
     #435872",https://courses.acu.edu.au/postgraduate/master_of_teaching_primarygraduate_certificate_in_religious_education,055926K,"['\n', <strong>Average first year fee</strong>, ':\n    $8350 Commonwealth Supported \n\n    (indicative only; subject to passage of legislation)\n\n']",Domestic and International students.,null," (pos1#435848#435902:  
22-Feb-2021
     (pos1#435848
   #435844#435902:  
, 21-Feb-2022
     #435844",Domestic and International students.,096830A
Campus availability,Melbourne  Strathfield,2 years full-time or equivalent part-time. 18 months full-time in accelerated mode.,"


Blacktown  


Brisbane  


Canberra  


Melbourne  


Strathfield  



",Master of Teaching (Secondary),"The Master of Teaching (Secondary) is for graduates who want to become secondary school teachers and have an appropriate undergraduate degree. Graduates may be eligible for employment in Catholic and other faith-based schools, independent and government high schools and other secondary schools. Depending on your undergraduate degree, this Master’s degree will prepare you to teach specialist areas including: It enables students to adopt a research-based approach to reflective practice. They’ll be able to consider the implications and applications of this approach to their own professional development and its contribution to their students’ learning and wellbeing. The course provides valuable professional experience through a variety of school and community-based placements during the course. Students who undertake the Master of Teaching (Secondary) may also concurrently complete the Graduate Certificate in Religious Education to gain accreditation to teach religious education in Catholic schools.",2.25 years full-time or equivalent part-time but may be completed in two years.," (pos1#435820#435900:  

22-Feb-2021

     (pos1#435820
   #435816#435900:  
, 26-Jul-2021
     #435816
   #435816#435900:  
, 21-Feb-2022
     #435816
   #435816#435900:  
, 18-Jul-2022
     #435816",https://courses.acu.edu.au/postgraduate/master_of_teaching_secondary,096830A,"['\n', <strong>Average first year fee</strong>, ':\n    $6680 Commonwealth Supported \n\n    (indicative only; subject to passage of legislation)\n\n']",Domestic and International students.," (pos1#435834#435901:  

22-Feb-2021

     (pos1#435834
   #435830#435901:  
, 21-Feb-2022
     #435830"," (pos1#2358763#2358773:  

22-Feb-2021

     (pos1#2358763",Domestic and International students.,051777F
Campus availability,Blacktown  Brisbane  Canberra  Melbourne  Strathfield,2.25 years full-time or equivalent part-time but may be completed in two years.,"


Blacktown  


Brisbane  


Canberra  


Melbourne  


Strathfield  



",Master of Teaching (Secondary)/Graduate Certificate in Religious Education,"This is the combination of the Master of Teaching (Secondary) and the Graduate Certificate in Religious Education. The Graduate Certificate in Religious Education provides the certification, fundamental knowledge, skills and competencies needed to teach religious education. The Master of Teaching (Secondary) is for graduates who want to become secondary school teachers and have an appropriate undergraduate degree. Graduates will meet the requirements for teaching in Catholic, independent and government high schools and other secondary schools. Depending on their undergraduate degree this Masters degree will prepare students to teach specialist areas including: It enables students to adopt a research-based approach to reflective practice. They’ll be able to consider the implications and applications of this approach to their own professional development and its contribution to their students’ learning and wellbeing. The course provides valuable professional experience through a range of school and community-based placements during the course.",2 years full-time or equivalent part-time. 18 months full-time in accelerated mode.," (pos1#435848#435902:  
22-Feb-2021
     (pos1#435848
   #435844#435902:  
, 21-Feb-2022
     #435844",https://courses.acu.edu.au/postgraduate/master_of_teaching_secondarygraduate_certificate_in_religious_education,051777F,"['\n', <strong>Average first year fee</strong>, ':\n    $8350 Commonwealth Supported \n\n    (indicative only; subject to passage of legislation)\n\n']",Domestic and International students.," (pos1#435876#435905:  

22-Feb-2021

     (pos1#435876
   #435872
, 21-Feb-2022
     #435872"," (pos1#435820#435900:  

22-Feb-2021

     (pos1#435820",Domestic and International students.,096831M
